0.0000 0.0000 0.0000 0.0000
0.0326 0.0000 0.0000 0.0000
0.0652 0.0000 0.0000 0.0001
0.0978 0.0001 0.0001 0.0001
0.1304 0.0001 0.0001 0.0002
0.1630 0.0001 0.0001 0.0002
0.1956 0.0001 0.0001 0.0003
0.2282 0.0001 0.0001 0.0003
0.2608 0.0002 0.0002 0.0003
0.2934 0.0002 0.0002 0.0004
0.3260 0.0002 0.0002 0.0004
0.3587 0.0002 0.0002 0.0005
0.3913 0.0002 0.0002 0.0005
0.4239 0.0003 0.0003 0.0006
0.4565 0.0003 0.0003 0.0006
0.4891 0.0003 0.0003 0.0006
0.5217 0.0003 0.0003 0.0007
0.5543 0.0003 0.0003 0.0007
0.5869 0.0004 0.0004 0.0008
0.6195 0.0004 0.0004 0.0008
0.6521 0.0004 0.0004 0.0009
0.6847 0.0004 0.0004 0.0009
0.7173 0.0004 0.0004 0.0009
0.7499 0.0005 0.0005 0.0010
0.7825 0.0005 0.0005 0.0010
0.8151 0.0005 0.0005 0.0011
0.8477 0.0005 0.0005 0.0011
0.8803 0.0005 0.0005 0.0012
0.9129 0.0006 0.0006 0.0012
0.9455 0.0006 0.0006 0.0012
0.9781 0.0006 0.0006 0.0013
1.0107 0.0006 0.0006 0.0013
1.0434 0.0006 0.0006 0.0014
1.0760 0.0007 0.0007 0.0014
1.1086 0.0007 0.0007 0.0015
1.1412 0.0007 0.0007 0.0015
1.1738 0.0007 0.0007 0.0016
1.2064 0.0007 0.0007 0.0016
1.2390 0.0008 0.0008 0.0016
1.2716 0.0008 0.0008 0.0017
1.3042 0.0008 0.0008 0.0017
1.3368 0.0008 0.0008 0.0018
1.3694 0.0008 0.0008 0.0018
1.4020 0.0009 0.0009 0.0019
1.4346 0.0009 0.0009 0.0019
1.4672 0.0009 0.0009 0.0020
1.4998 0.0009 0.0009 0.0020
1.5324 0.0010 0.0010 0.0021
1.5650 0.0010 0.0010 0.0021
1.5976 0.0010 0.0010 0.0022
1.6302 0.0010 0.0010 0.0022
1.6628 0.0010 0.0010 0.0023
1.6954 0.0011 0.0011 0.0023
1.7281 0.0011 0.0011 0.0024
1.7607 0.0011 0.0011 0.0024
1.7933 0.0011 0.0011 0.0025
1.8259 0.0012 0.0012 0.0025
1.8585 0.0012 0.0012 0.0026
1.8911 0.0012 0.0012 0.0026
1.9237 0.0012 0.0012 0.0027
1.9563 0.0012 0.0012 0.0027
1.9889 0.0013 0.0013 0.0028
2.0215 0.0013 0.0013 0.0028
2.0541 0.0013 0.0013 0.0029
2.0867 0.0013 0.0013 0.0029
2.1193 0.0014 0.0014 0.0030
2.1519 0.0014 0.0014 0.0030
2.1845 0.0014 0.0014 0.0031
2.2171 0.0014 0.0014 0.0031
2.2497 0.0015 0.0015 0.0032
2.2823 0.0015 0.0015 0.0032
2.3149 0.0015 0.0015 0.0033
2.3475 0.0015 0.0015 0.0034
2.3801 0.0016 0.0016 0.0034
2.4128 0.0016 0.0016 0.0035
2.4454 0.0016 0.0016 0.0035
2.4780 0.0016 0.0016 0.0036
2.5106 0.0017 0.0017 0.0036
2.5432 0.0017 0.0017 0.0037
2.5758 0.0017 0.0017 0.0038
2.6084 0.0017 0.0017 0.0038
2.6410 0.0018 0.0018 0.0039
2.6736 0.0018 0.0018 0.0039
2.7062 0.0018 0.0018 0.0040
2.7388 0.0018 0.0018 0.0041
2.7714 0.0019 0.0019 0.0041
2.8040 0.0019 0.0019 0.0042
2.8366 0.0019 0.0019 0.0042
2.8692 0.0020 0.0020 0.0043
2.9018 0.0020 0.0020 0.0044
2.9344 0.0020 0.0020 0.0044
2.9670 0.0020 0.0020 0.0045
2.9996 0.0021 0.0021 0.0046
3.0322 0.0021 0.0021 0.0046
3.0648 0.0021 0.0021 0.0047
3.0975 0.0022 0.0022 0.0048
3.1301 0.0022 0.0022 0.0048
3.1627 0.0022 0.0022 0.0049
3.1953 0.0022 0.0022 0.0050
3.2279 0.0023 0.0023 0.0050
3.2605 0.0023 0.0023 0.0051
3.2931 0.0023 0.0023 0.0052
3.3257 0.0024 0.0024 0.0053
3.3583 0.0024 0.0024 0.0053
3.3909 0.0024 0.0024 0.0054
3.4235 0.0025 0.0025 0.0055
3.4561 0.0025 0.0025 0.0056
3.4887 0.0025 0.0025 0.0056
3.5213 0.0026 0.0026 0.0057
3.5539 0.0026 0.0026 0.0058
3.5865 0.0026 0.0026 0.0059
3.6191 0.0027 0.0027 0.0060
3.6517 0.0027 0.0027 0.0060
3.6843 0.0027 0.0027 0.0061
3.7169 0.0028 0.0028 0.0062
3.7495 0.0028 0.0028 0.0063
3.7822 0.0028 0.0028 0.0064
3.8148 0.0029 0.0029 0.0065
3.8474 0.0029 0.0029 0.0066
3.8800 0.0030 0.0030 0.0066
3.9126 0.0030 0.0030 0.0067
3.9452 0.0030 0.0030 0.0068
3.9778 0.0031 0.0031 0.0069
4.0104 0.0031 0.0031 0.0070
4.0430 0.0032 0.0032 0.0071
4.0756 0.0032 0.0032 0.0072
4.1082 0.0032 0.0032 0.0073
4.1408 0.0033 0.0033 0.0074
4.1734 0.0033 0.0033 0.0075
4.2060 0.0034 0.0034 0.0076
4.2386 0.0034 0.0034 0.0077
4.2712 0.0034 0.0034 0.0078
4.3038 0.0035 0.0035 0.0079
4.3364 0.0035 0.0035 0.0080
4.3690 0.0036 0.0036 0.0081
4.4016 0.0036 0.0036 0.0082
4.4342 0.0037 0.0037 0.0084
4.4669 0.0037 0.0037 0.0085
4.4995 0.0038 0.0038 0.0086
4.5321 0.0038 0.0038 0.0087
4.5647 0.0039 0.0039 0.0088
4.5973 0.0039 0.0039 0.0089
4.6299 0.0040 0.0040 0.0091
4.6625 0.0040 0.0040 0.0092
4.6951 0.0041 0.0041 0.0093
4.7277 0.0041 0.0041 0.0094
4.7603 0.0042 0.0042 0.0096
4.7929 0.0042 0.0042 0.0097
4.8255 0.0043 0.0043 0.0098
4.8581 0.0043 0.0043 0.0100
4.8907 0.0044 0.0044 0.0101
4.9233 0.0044 0.0044 0.0102
4.9559 0.0045 0.0045 0.0104
4.9885 0.0045 0.0045 0.0105
5.0211 0.0046 0.0046 0.0107
5.0537 0.0047 0.0047 0.0108
5.0863 0.0047 0.0047 0.0110
5.1190 0.0048 0.0048 0.0111
5.1516 0.0048 0.0048 0.0113
5.1842 0.0049 0.0049 0.0115
5.2168 0.0050 0.0050 0.0116
5.2494 0.0050 0.0050 0.0118
5.2820 0.0051 0.0051 0.0120
5.3146 0.0052 0.0052 0.0121
5.3472 0.0052 0.0052 0.0123
5.3798 0.0053 0.0053 0.0125
5.4124 0.0054 0.0054 0.0127
5.4450 0.0055 0.0055 0.0129
5.4776 0.0055 0.0055 0.0130
5.5102 0.0056 0.0056 0.0132
5.5428 0.0057 0.0057 0.0134
5.5754 0.0058 0.0058 0.0136
5.6080 0.0058 0.0058 0.0138
5.6406 0.0059 0.0059 0.0140
5.6732 0.0060 0.0060 0.0143
5.7058 0.0061 0.0061 0.0145
5.7384 0.0062 0.0062 0.0147
5.7710 0.0062 0.0062 0.0149
5.8037 0.0063 0.0063 0.0151
5.8363 0.0064 0.0064 0.0154
5.8689 0.0065 0.0065 0.0156
5.9015 0.0066 0.0066 0.0159
5.9341 0.0067 0.0067 0.0161
5.9667 0.0068 0.0068 0.0164
5.9993 0.0069 0.0069 0.0166
6.0319 0.0070 0.0070 0.0169
6.0645 0.0071 0.0071 0.0172
6.0971 0.0072 0.0072 0.0174
6.1297 0.0073 0.0073 0.0177
6.1623 0.0074 0.0074 0.0180
6.1949 0.0075 0.0075 0.0183
6.2275 0.0076 0.0076 0.0186
6.2601 0.0077 0.0077 0.0189
6.2927 0.0078 0.0078 0.0192
6.3253 0.0080 0.0080 0.0195
6.3579 0.0081 0.0081 0.0199
6.3905 0.0082 0.0082 0.0202
6.4231 0.0083 0.0083 0.0206
6.4557 0.0085 0.0085 0.0209
6.4884 0.0086 0.0086 0.0213
6.5210 0.0087 0.0087 0.0217
